CD101,5,3,2,#dc3545,5,#ffc107,1,#28a745,95,90,85,80,75,1,#28a745,5,#ffc107,1,line,,f,#007bff,#ea9fe1,#61216e
CD102,5,3,2,#dc3545,5,#ffc107,1,#28a745,95,90,85,80,75,1,#28a745,5,#ffc107,1,line,,t,#00ff11,#8bc940,#216e39
CD103,5,3,2,#dc3545,5,#ffc107,1,#28a745,95,90,85,80,75,1,#28a745,5,#ffc107,1,line,,t,#2b00ff,#9be9a8,#216e39
CD104,5,3,2,#dc3545,5,#ffc107,1,#28a745,95,90,85,80,75,1,#28a745,5,#ffc107,1,line,,t,#d400ff,#9be9a8,#216e39
CD201,5,3,2,#dc3545,5,#ffc107,1,#28a745,95,90,85,80,75,1,#28a745,5,#ffc107,1,line,,t,#007bff,#9be9a8,#216e39
CD301,5,3,2,#dc3545,5,#ffc107,1,#28a745,95,90,85,80,75,1,#28a745,5,#ffc107,1,line,,t,#3c40be,#9be9a8,#216e39
CD302,5,3,2,#dc3545,5,#ffc107,1,#28a745,95,90,85,80,75,1,#28a745,5,#ffc107,1,line,,t,#f66aa7,#9be9a8,#216e39
CD303,5,3,2,#dc3545,5,#ffc107,1,#28a745,95,90,85,80,75,1,#28a745,5,#ffc107,1,line,,t,#0b57a8,#9be9a8,#216e39
